Block,Reward360,Reward180,Reward90,RewardFlexible
1938008,4048428278903839984281541,3036321209177879988211156,2024214139451919992140770,1012107069725959996070385
1939008,4050093317310734722910053,3037569987983051042182540,2025046658655367361455026,1012523329327683680727513
1940008,4051757987589103940477661,3038818490691827955358246,2025878993794551970238830,1012939496897275985119415
1941008,4053422289849370513306608,3040066717387027884979956,2026711144924685256653304,1013355572462342628326652
1942008,4055086224201924150211815,3041314668151443112658861,2027543112100962075105907,1013771556050481037552953
1943008,4056749790757121494644549,3042562343067841120983412,2028374895378560747322274,1014187447689280373661137
1944008,4058412989625286015252780,3043809742218964511439585,2029206494812643007626390,1014603247406321503813195
1945008,4060075820916708180984608,3045056865687531135738456,2030037910458354090492304,1015018955229177045246152
1946008,4061738284741645337056670,3046303713556234002792502,2030869142370822668528335,1015434571185411334264167
1947008,4063400381210321756025971,3047550285907741317019478,2031700190605160878012985,1015850095302580439006492
1948008,4065062110432928659677814,3048796582824696494758360,2032531055216464329838907,1016265527608232164919453
1949008,4066723472519624219025798,3050042604389718164269348,2033361736259812109512899,1016680868129906054756449
1950008,4068384467580533576199749,3051288350685400182149811,2034192233790266788099874,1017096116895133394049937
1951008,4070045095725748837149740,3052533821794311627862305,2035022547862874418574870,1017511273931437209287435
1952008,4071705357065329064350121,3053779017798996798262591,2035852678532664532175060,1017926339266332266087530
1953008,4073365251709300349759274,3055023938781975262319455,2036682625854650174879637,1018341312927325087439818
1954008,4075024779767655763747781,3056268584825741822810835,2037512389883827881873890,1018756194941913940936945
1955008,4076683941350355391578309,3057512956012766543683731,2038341970675177695789154,1019170985337588847894577
1956008,4078342736567326347997557,3058757052425494760998168,2039171368283663173998778,1019585684141831586999389
1957008,4080001165528462755348332,3060000874146347066511249,2040000582764231377674166,1020000291382115688837083
1958008,4081659228343625794641379,3061244421257719345981034,2040829614171812897320689,1020414807085906448660344
1959008,4083316925122643690963427,3062487693841982768222570,2041658462561321845481713,1020829231280660922740856
1960008,4084974255975311728069147,3063730691981483796051860,2042487127987655864034573,1021243563993827932017286
1961008,4086631221011392255677123,3064973415758544191757842,2043315610505696127838561,1021657805252848063919280
1962008,4088287820340614711357782,3066215865255461033518336,2044143910170307355678891,1022071955085153677839445
1963008,4089944054072675635125346,3067458040554506726344009,2044972027036337817562673,1022486013518168908781336
1964008,4091599922317238611070024,3068699941737928958302518,2045799961158619305535012,1022899980579309652767506
1965008,4093255425183934413277534,3069941568887950809958150,2046627712591967206638767,1023313856295983603319383
1966008,4094910562782360874501530,3071182922086770655876147,2047455281391180437250765,1023727640695590218625382
1967008,4096565335222082981011297,3072424001416562235758472,2048282667611041490505648,1024141333805520745252824
1968008,4098219742612632828815888,3073664806959474621611916,2049109871306316414407944,1024554935653158207203972
1969008,4099873785063509711215844,3074905338797632283411883,2049936892531754855607922,1024968446265877427803961
1970008,4101527462684180038547451,3076145597013135028910588,2050763731342090019273725,1025381865671045009636862
1971008,4103180775584077425734454,3077385581688058069300841,2051590387792038712867227,1025795193896019356433613
1972008,4104833723872602604736350,3078625292904451953552262,2052416861936301302368175,1026208430968150651184087
1973008,4106486307659123585059853,3079864730744342688794890,2053243153829561792529926,1026621576914780896264963
1974008,4108138527052975485951450,3081103895289731614463588,2054069263526487742975725,1027034631763243871487862
1975008,4109790382163460711500826,3082342786622595533625620,2054895191081730355750413,1027447595540865177875206
1976008,4111441873099848812017317,3083581404824886609012988,2055720936549924406008658,1027860468274962203004329
1977008,4113092999971376608061504,3084819749978532456046128,2056546499985688304030752,1028273249992844152015376
1978008,4114743762887248153965334,3086057822165436115474000,2057371881443624076982667,1028685940721812038491333
1979008,4116394161956634752424069,3087295621467476064318052,2058197080978317376212034,1029098540489158688106017
1980008,4118044197288674932608362,3088533147966506199456272,2059022098644337466304181,1029511049322168733152090
1981008,4119693868992474537715967,3089770401744355903286975,2059846934496237268857983,1029923467248118634428991
1982008,4121343177177106652011979,3091007382882829989008984,2060671588588553326005989,1030335794294276663002994
1983008,4122992121951611673788594,3092244091463708755341445,2061496060975805836894297,1030748030487902918447148
1984008,4124640703424997242405349,3093480527568747931804012,2062320351712498621202674,1031160175856249310601337
1985008,4126288921706238398800599,3094716691279678799100449,2063144460853119199400299,1031572230426559599700149
1986008,4127936776904277403092107,3095952582678208052319080,2063968388452138701546053,1031984194226069350773026
1987008,4129584269128023909680478,3097188201846017932260358,2064792134564011954840239,1032396067282005977420119
1988008,4131231398486354843217562,3098423548864766132413171,2065615699243177421608781,1032807849621588710804390
1989008,4132878165088114566413903,3099658623816085924810427,2066439082544057283206951,1033219541272028641603475
1990008,4134524569042114697639339,3100893426781586023229504,2067262284521057348819669,1033631142260528674409834
1991008,4136170610457134271434477,3102127957842850703575857,2068085305228567135717238,1034042652614283567858619
1992008,4137816289441919709326783,3103362217081439781995087,2068908144720959854663391,1034454072360479927331695
1993008,4139461606105184797942660,3104596204578888598456995,2069730803052592398971330,1034865401526296199485665
1994008,4141106560555610689007446,3105829920416708016755584,2070553280277805344503723,1035276640138902672251861
1995008,4142751152901846001489077,3107063364676384501116807,2071375576450923000744538,1035687788225461500372269
1996008,4144395383252506719454424,3108296537439380039590818,2072197691626253359727212,1036098845813126679863606
1997008,4146039251716176265029055,3109529438787132198771791,2073019625858088132514527,1036509812929044066257263
1998008,4147682758401405512989184,3110762068801054134741888,2073841379200702756494592,1036920689600351378247296
1999008,4149325903416712746985817,3111994427562534560239362,2074662951708356373492908,1037331475854178186746454
2000008,4150968686870583725208535,3113226515152937793906401,2075484343435291862604267,1037742171717645931302133
2001008,4152611108871471665793543,3114458331653603749345157,2076305554435735832896771,1038152777217867916448385
2002008,4154253169527797254119646,3115689877145847940589735,2077126584763898627059823,1038563292381949313529911
2003008,4155894868947948686584107,3116921151710961514938080,2077947434473974343292053,1038973717236987171646026
2004008,4157536207240281583050929,3118152155430211187288197,2078768103620140791525464,1039384051810070395762732
2005008,4159177184513119154658311,3119382888384839365993733,2079588592256559577329155,1039794296128279788664577
2006008,4160817800874752028715218,3120613350656064021536413,2080408900437376014357609,1040204450218688007178804
2007008,4162458056433438445692737,3121843542325078834269552,2081229028216719222846368,1040614514108359611423184
2008008,4164097951297404120600530,3123073463473053090450398,2082048975648702060300265,1041024487824351030150132
2009008,4165737485574842330538551,3124303114181131747903913,2082868742787421165269275,1041434371393710582634637
2010008,4167376659373913878217159,3125532494530435408662869,2083688329686956939108579,1041844164843478469554289
2011008,4169015472802747172212861,3126761604602060379159646,2084507736401373586106430,1042253868200686793053215
2012008,4170653925969438146712571,3127990444477078610034428,2085326962984719073356285,1042663481492359536678142
2013008,4172292018982050341769350,3129219014236537756327012,2086146009491025170884675,1043073004745512585442337
2014008,4173929751948614874118499,3130447313961461155588874,2086964875974307437059249,1043482437987153718529624
2015008,4175567124977130473657441,3131675343732847855243081,2087783562488565236828720,1043891781244282618414360
2016008,4177204138175563468853769,3132903103631672601640327,2088602069087781734426884,1044301034543890867213442
2017008,4178840791651847808633174,3134130593738885856474881,2089420395825923904316587,1044710197912961952158293
2018008,4180477085513885047787492,3135357814135413785840619,2090238542756942523893746,1045119271378471261946873
2019008,4182113019869544441822393,3136584764902158331366795,2091056509934772220911196,1045528254967386110455598
2020008,4183748594826662815629814,3137811446119997111722360,2091874297413331407814907,1045937148706665703907453
2021008,4185383810493044723999430,3139037857869783542999573,2092691905246522361999715,1046345952623261180999857
2022008,4187018666976462334883038,3140264000232346751162278,2093509333488231167441519,1046754666744115583720759
2023008,4188653164384655546130174,3141489873288491659597631,2094326582192327773065087,1047163291096163886532543
2024008,4190287302825331861456520,3142715477118998896092390,2095143651412665930728260,1047571825706332965364130
2025008,4191921082406166572843305,3143940811804624929632479,2095960541203083286421652,1047980270601541643210826
2026008,4193554503234802614617786,3145165877426101960963339,2096777251617401307308893,1048388625808700653654446
2027008,4195187565418850665596909,3146390674064137999197681,2097593782709425332798454,1048796891354712666399227
2028008,4196820269065889119903408,3147615201799416839927556,2098410134532944559951704,1049205067266472279975852
2029008,4198452614283464123445685,3148839460712598092584264,2099226307141732061722842,1049613153570866030861421
2030008,4200084601179089537437929,3150063450884317153078446,2100042300589544768718964,1050021150294772384359482
2031008,4201716229860247004063900,3151287172395185253047925,2100858114930123502031950,1050429057465061751015975
2032008,4203347500434385924589001,3152510625325789443441751,2101673750217192962294500,1050836875108596481147250
2033008,4204978413008923444768329,3153733809756692583576247,2102489206504461722384164,1051244603252230861192082
2034008,4206608967691244556990336,3154956725768433417742752,2103304483845622278495168,1051652241922811139247584
2035008,4208239164588701976245235,3156179373441526482183926,2104119582294350988122617,1052059791147175494061308
2036008,4209869003808616278748552,3157401752856462209061414,2104934501904308139374276,1052467250952154069687138
2037008,4211498485458275821685383,3158623864093706866264037,2105749242729137910842691,1052874621364568955421345
2038008,4213127609644936794282227,3159845707233702595711670,2106563804822468397141113,1053281902411234198570556
2039008,4214756376475823217806989,3161067282356867413355242,2107378188237911608903494,1053689094118955804451747
2040008,4216384786058126923681051,3162288589543595192760788,2108192393029063461840525,1054096196514531730920262
2041008,4218012838499007662918911,3163509628874255747189183,2109006419249503831459455,1054503209624751915729727
2042008,4219640533905592989392568,3164730400429194742044426,2109820266952796494696284,1054910133476398247348142
2043008,4221267872384978354679209,3165950904288733766009407,2110633936192489177339604,1055316968096244588669802
2044008,4222894854044227078877309,3167171140533170309157981,2111447427022113539438654,1055723713511056769719327
2045008,4224521478990370387086505,3168391109242777790314878,2112260739495185193543252,1056130369747592596771626
2046008,4226147747330407372927720,3169610810497805529695790,2113073873665203686463860,1056536936832601843231930
2047008,4227773659171305071502925,3170830244378478803627194,2113886829585652535751462,1056943414792826267875731
2048008,4229399214619998437507207,3172049410964998828130405,2114699607309999218753603,1057349803654999609376801
2049008,4231024413783390308748888,3173268310337542731561666,2115512206891695154374444,1057756103445847577187222
2050008,4232649256768351530181125,3174486942576263647635843,2116324628384175765090562,1058162314192087882545281
2051008,4234273743681720837166284,3175705307761290627874713,2117136871840860418583142,1058568435920430209291571
2052008,4235897874630304964915590,3176923405972728723686692,2117948937315152482457795,1058974468657576241228897
2053008,4237521649720878575529358,3178141237290658931647018,2118760824860439287764679,1059380412430219643882339
2054008,4239145069060184323660783,3179358801795138242745587,2119572534530092161830391,1059786267265046080915195
2055008,4240768132754932885699843,3180576099566199664274882,2120384066377466442849921,1060192033188733221424960
2056008,4242390840911802864925610,3181793130683852148694207,2121195420455901432462805,1060597710227950716231402
2057008,4244013193637440930129794,3183009895228080697597346,2122006596818720465064897,1061003298409360232532448
2058008,4245635191038461742656986,3184226393278846306992740,2122817595519230871328493,1061408797759615435664246
2059008,4247256833221447985588558,3185442624916085989191418,2123628416610723992794279,1061814208305361996397139
2060008,4248878120292950363742665,3186658590219712772806999,2124439060146475181871332,1062219530073237590935666
2061008,4250499052359487662042055,3187874289269615746531541,2125249526179743831021027,1062624763089871915510513
2062008,4252119629527546701738210,3189089722145660026303657,2126059814763773350869105,1063029907381886675434552
2063008,4253739851903582355003298,3190304888927686766252473,2126869925951791177501649,1063434962975895588750824
2064008,4255359719594017566818106,3191519789695513175113579,2127679859797008783409053,1063839929898504391704526
2065008,4256979232705243398747891,3192734424528932549060918,2128489616352621699373945,1064244808176310849686972
2066008,4258598391343618955982620,3193948793507714216986965,2129299195671809477991310,1064649597835904738995655
2067008,4260217195615471482184664,3195162896711603611638498,2130108597807735741092332,1065054298903867870546166
2068008,4261835645627096315712933,3196376734220322236784700,2130917822813548157856466,1065458911406774078928233
2069008,4263453741484756926102767,3197590306113567694577075,2131726870742378463051383,1065863435371189231525691
2070008,4265071483294684877586044,3198803612471013658189533,2132535741647342438793022,1066267870823671219396511
2071008,4266688871163079938530833,3200016653372309953898124,2133344435581539969265416,1066672217790769984632708
2072008,4268305905196109972001741,3201229428897082479001306,2134152952598054986000870,1067076476299027493000435
2073008,4269922585499911037903590,3202441939124933278427692,2134961292749955518951795,1067480646374977759475897
2074008,4271538912180587305429693,3203654184135440479072269,2135769456090293652714846,1067884728045146826357423
2075008,4273154885344211206277360,3204866164008158404708020,2136577442672105603138680,1068288721336052801569340
2076008,4274770505096823288728372,3206077878822617466546279,2137385252548411644364186,1068692626274205822182093
2077008,4276385771544432334384601,3207289328658324250788450,2138192885772216167192300,1069096442886108083596150
2078008,4278000684793015314392149,3208500513594761485794112,2139000342396507657196074,1069500171198253828598037
2079008,4279615244948517447809164,3209711433711388085856873,2139807622474258723904582,1069903811237129361952291
2080008,4281229452116852128646072,3210922089087639096484554,2140614726058426064323036,1070307363029213032161518
2081008,4282843306403901020713269,3212132479802925765534951,2141421653201950510356634,1070710826600975255178317
2082008,4284456807915514035733194,3213342605936635526799895,2142228403957757017866597,1071114201978878508933298
2083008,4286069956757509311452399,3214552467568131983589299,2143034978378754655726199,1071517489189377327863099
2084008,4287682753035673291897287,3215762064776754968922965,2143841376517836645948643,1071920688258918322974321
2085008,4289295196855760661710327,3216971397641820496282745,2144647598427880330855163,1072323799213940165427581
2086008,4290907288323494389925908,3218180466242620792444431,2145453644161747194962954,1072726822080873597481477
2087008,4292519027544565759154249,3219389270658424319365687,2146259513772282879577124,1073129756886141439788562
2088008,4294130414624634321805537,3220597810968475741354152,2147065207312317160902768,1073532603656158580451384
2089008,4295741449669328002233594,3221806087251996001675195,2147870724834664001116797,1073935362417332000558398
2090008,4297352132784242958112334,3223014099588182218584250,2148676066392121479056167,1074338033196060739528083
2091008,4298962464074943733651255,3224221848056207800238441,2149481232037471866825627,1074740616018735933412813
2092008,4300572443646963237707519,3225429332735222428280639,2150286221823481618853759,1075143110911740809426879
2093008,4302182071605802656234229,3226636553704351992175671,2151091035802901328117114,1075545517901450664058557
2094008,4303791348056931590903984,3227843511042698693177988,2151895674028465795451992,1075947837014232897725996
2095008,4305400273105788008037040,3229050204829341006027780,2152700136552894004018520,1076350068276447002009260
2096008,4307008846857778231305338,3230256635143333673479003,2153504423428889115652669,1076752211714444557826334
2097008,4308617069418276956324452,3231462802063707717243339,2154308534709138478162226,1077154267354569239081113
2098008,4310224940892627330909332,3232668705669470498181999,2155112470446313665454666,1077556235223156832727333
2099008,4311832461386140867522583,3233874346039605650641937,2155916230693070433761291,1077958115346535216880645
2100008,4313439631004097508938257,3235079723253073131703693,2156719815502048754469128,1078359907751024377234564
2101008,4315046449851745613649898,3236284837388809210237423,2157523224925872806824949,1078761612462936403412474
2102008,4316652918034301977758468,3237489688525726483318851,2158326459017150988879234,1079163229508575494439617
2103008,4318259035656951871452233,3238694276742713903589175,2159129517828475935726116,1079564758914237967863058
2104008,4319864802824848966046996,3239898602118636724535247,2159932401412424483023498,1079966200706212241511749
2105008,4321470219643115436129767,3241102664732336577097325,2160735109821557718064883,1080367554910778859032441
2106008,4323075286216841923078878,3242306464662631442309158,2161537643108420961539439,1080768821554210480769719
2107008,4324680002651087542359964,3243510001988315656769973,2162340001325543771179982,1081170000662771885589991
2108008,4326284369050879898117913,3244713276788159923588435,2163142184525439949058956,1081571092262719974529478
2109008,4327888385521215112360769,3245916289140911334270577,2163944192760607556180384,1081972096380303778090192
2110008,4329492052167057810367782,3247119039125293357775836,2164746026083528905183891,1082373013041764452591945
2111008,4331095369093341127985382,3248321526820005845989036,2165547684546670563992691,1082773842273335281996345
2112008,4332698336404966740811086,3249523752303725055608315,2166349168202483370405543,1083174584101241685202771
2113008,4334300954206804864193496,3250725715655103648145122,2167150477103402432096748,1083575238551701216048374
2114008,4335903222603694238640347,3251927416952770678980260,2167951611301847119320173,1083975805650923559660086
2115008,4337505141700442239258149,3253128856275331679443612,2168752570850221119629074,1084376285425110559814537
2116008,4339106711601824707944737,3254330033701368530958553,2169553355800912353972368,1084776677900456176986184
2117008,4340707932412586121196720,3255530949309439590897540,2170353966206293060598360,1085176983103146530299180
2118008,4342308804237439531741673,3256731603178079648806255,2171154402118719765870836,1085577201059359882935418
2119008,4343909327181066583130090,3257931995385799937347567,2171954663590533291565045,1085977331795266645782522
2120008,4345509501348117531623312,3259132126011088148717484,2172754750674058765811656,1086377375337029382905828
2121008,4347109326843211253489500,3260331995132408440117125,2173554663421605626744750,1086777331710802813372375
2122008,4348708803770935237707664,3261531602828201428280748,2174354401885467618853832,1087177200942733809426916
2123008,4350307932235845600559612,3262730949176884200419709,2175153966117922800279806,1087576983058961400139903
2124008,4351906712342467114813854,3263930034256850336110390,2175953356171233557406927,1087976678085616778703463
2125008,4353505144195293217021581,3265128858146469912766186,2176752572097646608510790,1088376286048823304255395
2126008,4355103227898785971036781,3266327420924089478277586,2177551613949392985518390,1088775806974696492759195
2127008,4356700963557376148271979,3267525722668032111203984,2178350481778688074135989,1089175240889344037067994
2128008,4358298351275463176626401,3268723763456597382469801,2179149175637731588313200,1089574587818865794156600
2129008,4359895391157415184261836,3269921543368061388196377,2179947695578707592130918,1089973847789353796065459
2130008,4361492083307568992306652,3271119062480676744229989,2180746041653784496153326,1090373020826892248076663
2131008,4363088427830230151335686,3272316320872672613501764,2181544213915115075667843,1090772106957557537833921
2132008,4364684424829672890298402,3273513318622254667723801,2182342212414836445149201,1091171106207418222574600
2133008,4366280074410140225958539,3274710055807605169468904,2183140037205070112979269,1091570018602535056489634
2134008,4367875376675843838862515,3275906532506882879146886,2183937688337921919431257,1091968844168960959715628
2135008,4369470331730964233850900,3277102748798223175388175,2184735165865482116925450,1092367582932741058462725
2136008,4371064939679650586842921,3278298704759737940132190,2185532469839825293421460,1092766234919912646710730
2137008,4372659200626020927235860,3279494400469515695426895,2186329600313010463617930,1093164800156505231808965
2138008,4374253114674161984689563,3280689836005621488517172,2187126557337080992344781,1093563278668540496172390
2139008,4375846681928129335045952,3281885011446097001284464,2187923340964064667522976,1093961670482032333761488
2140008,4377439902491947298185369,3283079926868960473639027,2188719951245973649092684,1094359975622986824546342
2141008,4379032776469609018282308,3284274582352206763711731,2189516388234804509141154,1094758194117402254570577
2142008,4380625303965076449213464,3285468977973807336910098,2190312651982538224606732,1095156325991269112303366
2143008,4382217485082280383741637,3286663113811710287806227,2191108742541140191870818,1095554371270570095935409
2144008,4383809319925120402443900,3287856989943840301832925,2191904659962560201221950,1095952329981280100610975
2145008,4385400808597464975855265,3289050606448098731891448,2192700404298732487927632,1096350202149366243963816
2146008,4386991951203151391508919,3290243963402363543631689,2193495975601575695754459,1096747987800787847877229
2147008,4388582747845985812304038,3291437060884489359228028,2194291373922992906152019,1097145686961496453076009
2148008,4390173198629743254617851,3292629898972307440963388,2195086599314871627308925,1097543299657435813654462
2149008,4391763303658167632081506,3293822477743625724061129,2195881651829083816040753,1097940825914541908020376
2150008,4393353063034971733692134,3295014797276228800269100,2196676531517485866846067,1098338265758742933423033
2151008,4394942476863837245700780,3296206857647877934275585,2197471238431918622850390,1098735619215959311425195
2152008,4396531545248414744316428,3297398658936311058237321,2198265772624207372158214,1099132886312103686079107
2153008,4398120268292323768665761,3298590201219242826499321,2199060134146161884332880,1099530067073080942166440
2154008,4399708646099152733241448,3299781484574364549931086,2199854323049576366620724,1099927161524788183310362
2155008,4401296678772459000861903,3300972509079344250646427,2200648339386229500430951,1100324169693114750215475
2156008,4402884366415768882671289,3302163274811826662003466,2201442183207884441335644,1100721091603942220667822
2157008,4404471709132577667323419,3303353781849433250492564,2202235854566288833661709,1101117927283144416830854
2158008,4406058707026349540726020,3304544030269762155544515,2203029353513174770363010,1101514676756587385181505
2159008,4407645360200517724664280,3305734020150388293498210,2203822680100258862332140,1101911340050129431166070
2160008,4409231668758484389249133,3306923751568863291936849,2204615834379242194624566,1102307917189621097312283
2161008,4410817632803620682101163,3308113224602715511575872,2205408816401810341050581,1102704408200905170525290
2162008,4412403252439266801310368,3309302439329450100982776,2206201626219633400655184,1103100813109816700327592
2163008,4413988527768731900588469,3310491395826548925441351,2206994263884365950294234,1103497131942182975147117
2164008,4415573458895294184116596,3311680094171470638087447,2207786729447647092058298,1103893364723823546029149
2165008,4417158045922200862769439,3312868534441650647077079,2208579022961100431384719,1104289511480550215692359
2166008,4418742288952668183299145,3314056716714501137474358,2209371144476334091649572,1104685572238167045824786
2167008,4420326188089881472111177,3315244641067411104083382,2210163094044940736055588,1105081547022470368027794
2168008,4421909743436995055008579,3316432307577746291256434,2210954871718497527504289,1105477435859248763752144
2169008,4423492955097132373927592,3317619716322849280445694,2211746477548566186963796,1105873238774283093481898
2170008,4425075823173385906681915,3318806867380039430011436,2212537911586692953340957,1106268955793346476670478
2171008,4426658347768817254514423,3319993760826612940885817,2213329173884408627257211,1106664586942204313628605
2172008,4428240528986457061841424,3321180396739842796381068,2214120264493228530920712,1107060132246614265460356
2173008,4429822366929305118396329,3322366775196978838797247,2214911183464652559198164,1107455591732326279599082
2174008,4431403861700330286269889,3323552896275247714702417,2215701930850165143134944,1107850965425082571567472
2175008,4432985013402470587461909,3324738760051852940596432,2216492506701235293730954,1108246253350617646865477
2176008,4434565822138633145513437,3325924366603974859135078,2217282911069316572756718,1108641455534658286378359
2177008,4436146288011694243874576,3327109716008770682905932,2218073144005847121937288,1109036572002923560968644
2178008,4437726411124499260240698,3328294808343374445180523,2218863205562249630120349,1109431602781124815060174
2179008,4439306191579862819767940,3329479643684897114825955,2219653095789931409883970,1109826547894965704941985
2180008,4440885629480568627265757,3330664222110426470449318,2220442814740284313632878,1110221407370142156816439
2181008,4442464724929369613116442,3331848543697027209837331,2221232362464684806558221,1110616181232342403279110
2182008,4444043478028987889499268,3333032608521740917124451,2222021739014493944749634,1111010869507246972374817
2183008,4445621888882114735798539,3334216416661586051848904,2222810944441057367899269,1111405472220528683949634
2184008,4447199957591410649675423,3335399968193557987256567,2223599978795705324837711,1111799989397852662418855
2185008,4448777684259505376251851,3336583263194629032188888,2224388842129752688125925,1112194421064876344062962
2186008,4450355068988997798670883,3337766301741748349003162,2225177534494498899335441,1112588767247249449667720
2187008,4451932111882456142384030,3338949083911842106788023,2225966055941228071192015,1112983027970614035596007
2188008,4453508813042417763567958,3340131609781813322675968,2226754406521208881783979,1113377203260604440891989
2189008,4455085172571389353411807,3341313879428542015058855,2227542586285694676705903,1113771293142847338352951
2190008,4456661190571846806789632,3342495892928885105092224,2228330595285923403394816,1114165297642961701697408
2191008,4458236867146235302516131,3343677650359676476887098,2229118433573117651258065,1114559216786558825629032
2192008,4459812202396969325234580,3344859151797726993925935,2229906101198484662617290,1114953050599242331308645
2193008,4461387196426432607049020,3346040397319824455286765,2230693598213216303524510,1115346799106608151762255
2194008,4462961849336978193188045,3347221387002733644891034,2231480924668489096594022,1115740462334244548297011
2195008,4464536161230928442004800,3348402120923196331503600,2232268080615464221002400,1116134040307732110501200
2196008,4466110132210574995793075,3349582599157931246844806,2233055066105287497896537,1116527533052643748948268
2197008,4467683762378178861043046,3350762821783634145782284,2233841881189089430521523,1116920940594544715260761
2198008,4469257051835970357369442,3351942788876977768027081,2234628525917985178684721,1117314262958992589342360
2199008,4470830000686149132103492,3353122500514611849077619,2235415000343074566051746,1117707500171537283025873
2200008,4472402609030884204068787,3354301956773163153051590,2236201304515442102034393,1118100652257721051017196
2201008,4473974876972313948989328,3355481157729235461741996,2236987438486156974494664,1118493719243078487247332
2202008,4475546804612546114081472,3356660103459409585561104,2237773402306273057040736,1118886701153136528520368
2203008,4477118392053657825349915,3357838794040243369012436,2238559196026828912674957,1119279598013414456337478
2204008,4478689639397695572995737,3359017229548271679746802,2239344819698847786497868,1119672409849423893248934
2205008,4480260546746675284376162,3360195410060006463282122,2240130273373337642188081,1120065136686668821094040
2206008,4481831114202582258340776,3361373335651936693755582,2240915557101291129170388,1120457778550645564585194
2207008,4483401341867371245487260,3362551006400528434115445,2241700670933685622743630,1120850335466842811371815
2208008,4484971229842966375201632,3363728422382224781401224,2242485614921483187600816,1121242807460741593800408
2209008,4486540778231261250505937,3364905583673445937879452,2243270389115630625252968,1121635194557815312626484
2210008,4488109987134118896986410,3366082490350589172739807,2244054993567059448493205,1122027496783529724246602
2211008,4489678856653371806569338,3367259142490028854927003,2244839428326685903284669,1122419714163342951642334
2212008,4491247386890821922929104,3368435540168116442196828,2245623693445410961464552,1122811846722705480732276
2213008,4492815577948240663376116,3369611683461180497532087,2246407788974120331688058,1123203894487060165844029
2214008,4494383429927368918856810,3370787572445526689142607,2247191714963684459428405,1123595857481842229714202
2215008,4495950942929917090433525,3371963207197437817825143,2247975471464958545216762,1123987735732479272608381
2216008,4497518117057565030916698,3373138587793173773187523,2248759058528782515458349,1124379529264391257729174
2217008,4499084952411962168896458,3374313714308971626672343,2249542476205981084448229,1124771238102990542224114
2218008,4500651449094727384711029,3375488586821045538533272,2250325724547363692355514,1125162862273681846177757
2219008,4502217607207449127182353,3376663205405586845386765,2251108803603724563591176,1125554401801862281795588
2220008,4503783426851685362544251,3377837570138764021908188,2251891713425842681272125,1125945856712921340636062
2221008,4505348908128963596330356,3379011681096722697247767,2252674454064481798165178,1126337227032240899082589
2222008,4506914051140780902558015,3380185538355585676918511,2253457025570390451279007,1126728512785195225639503
2223008,4508478855988603931024265,3381359141991452948268199,2254239427994301965512132,1127119713997150982756066
2224008,4510043322773868834346076,3382532492080401625759557,2255021661386934417173038,1127510830693467208586519
2225008,4511607451597981443063770,3383705588698486082297827,2255803725798990721531885,1127901862899495360765942
2226008,4513171242562317083241625,3384878431921737812431219,2256585621281158541620812,1128292810640579270810406
2227008,4514734695768220758867276,3386051021826165569150457,2257367347884110379433638,1128683673942055189716819
2228008,4516297811317007035116094,3387223358487755276337071,2258148905658503517558047,1129074452829251758779023
2229008,4517860589309960104014977,3388395441982470078011232,2258930294654980052007488,1129465147327490026003744
2230008,4519423029848333799034294,3389567272386250349275720,2259711514924166899517147,1129855757462083449758573
2231008,4520985133033351580495941,3390738849775013685371956,2260492566516675790247970,1130246283258337895123985
2232008,4522546898966206520981385,3391910174224654890736039,2261273449483103260490692,1130636724741551630245346
2233008,4524108327748061414771305,3393081245811046061078478,2262054163874030707385652,1131027081937015353692826
2234008,4525669419480048646518021,3394252064610036484888516,2262834709740024323259010,1131417354870012161629505
2235008,4527230174263270337165022,3395422630697452752873766,2263615087131635168582511,1131807543565817584291255
2236008,4528790592198798234507317,3396592944149098675880488,2264395296099399117253658,1132197648049699558626829
2237008,4530350673387673837223034,3397763005040755377917275,2265175336693836918611517,1132587668346918459305758
2238008,4531910417930908248953894,3398932813448181186715421,2265955208965454124476947,1132977604482727062238473
2239008,4533469825929482404480475,3400102369447111803360356,2266734912964741202240237,1133367456482370601120118
2240008,4535028897484346836250973,3401271673113260127188229,2267514448742173418125486,1133757224371086709062743
2241008,4536587632696421900556460,3402440724522316425417345,2268293816348210950278230,1134146908174105475139115
2242008,4538146031666597617019414,3403609523749948212764560,2269073015833298808509707,1134536507916649404254853
2243008,4539704094495733799921286,3404778070871800349940964,2269852047247866899960643,1134926023623933449980321
2244008,4541261821284659985242740,3405946365963494988932055,2270630910642329992621370,1135315455321164996310685
2245008,4542819212134175510919390,3407114409100631633189542,2271409606067087755459695,1135704803033543877729847
2246008,4544376267145049436586061,3408282200358787077439546,2272188133572524718293030,1136094066786262359146515
2247008,4545932986418020623832530,3409449739813515467874397,2272966493209010311916265,1136483246604505155958132
2248008,4547489370053797750795473,3410617027540348313096605,2273744685026898875397736,1136872342513449437698868
2249008,4549045418153059268382615,3411784063614794451286961,2274522709076529634191307,1137261354538264817095653
2250008,4550601130816453429456627,3412950848112340072092470,2275300565408226714728313,1137650282704113357364156
2251008,4552156508144598318019037,3414117381108448738514277,2276078254072299159009518,1138039127036149579504759
2252008,4553711550238081856506201,3415283662678561392379650,2276855775119040928253100,1138427887559520464126550
2253008,4555266257197461769309426,3416449692898096326982069,2277633128598730884654713,1138816564299365442327356
2254008,4556820629123265655734729,3417615471842449241801046,2278410314561632827867364,1139205157280816413933682
