Block,Reward360,Reward180,Reward90,RewardFlexible
3130008,5800349549764298276980640,4350262162323223707735480,2900174774882149138490320,1450087387441074569245160
3131008,5801645612889066354936827,4351234209666799766202620,2900822806444533177468413,1450411403222266588734206
3132008,5802941418570704004344923,4352206063928028003258692,2901470709285352002172461,1450735354642676001086230
3133008,5804236966886457240765526,4353177725164842930574144,2902118483443228620382763,1451059241721614310191381
3134008,5805532257913548995290873,4354149193435161746468155,2902766128956774497645436,1451383064478387248822718
3135008,5806827291729179070768986,4355120468796884303076739,2903413645864589535384493,1451706822932294767692246
3136008,5808122068410524185579527,4356091551307893139184645,2904061034205262092789763,1452030517102631046394881
3137008,5809416588034737973633799,4357062441026053480225349,2904708294017368986816899,1452354147008684493408449
3138008,5810710850678950918710962,4358033138009213189033221,2905355425339475459355481,1452677712669737729677740
3139008,5812004856420270522265481,4359003642315202891699110,2906002428210135261132740,1453001214105067630566370
3140008,5813298605335781142915652,4359973954001835857186739,2906649302667890571457826,1453324651333945285728913
3141008,5814592097502544091291294,4360944073126908068468470,2907296048751272045645647,1453648024375636022822823
3142008,5815885332997597615441794,4361913999748198211581345,2907942666498798807720897,1453971333249399403860448
3143008,5817178311897956937315988,4362883733923467702986991,2908589155948978468657994,1454294577974489234328997
3144008,5818471034280614194394355,4363853275710460645795766,2909235517140307097197177,1454617758570153548598588
3145008,5819763500222538519944748,4364822625166903889958561,2909881750111269259972374,1454940875055634629986187
3146008,5821055709800675999246543,4365791782350506999434907,2910527854900337999623271,1455263927450168999811635
3147008,5822347663091949706070520,4366760747318962279552890,2911173831545974853035260,1455586915772987426517630
3148008,5823639360173259673494952,4367729520129944755121214,2911819680086629836747476,1455909840043314918373738
3149008,5824930801121482952273421,4368698100841112214205066,2912465400560741476136710,1456232700280370738068355
3150008,5826221986013473581650909,4369666489510105186238182,2913110993006736790825454,1456555496503368395412727
3151008,5827512914926062596659778,4370634686194546947494833,2913756457463031298329889,1456878228731515649164944
3152008,5828803587936058050007692,4371602690952043537505769,2914401793968029025003846,1457200896984014512501923
3153008,5830094005120245033965553,4372570503840183775474164,2915047002560122516982776,1457523501280061258491388
3154008,5831384166555385607407734,4373538124916539205555801,2915692083277692803703867,1457846041638846401851933
3155008,5832674072318218941731606,4374505554238664206298704,2916337036159109470865803,1458168518079554735432901
3156008,5833963722485461182233987,4375472791864095886675490,2916981861242730591116993,1458490930621365295558496
3157008,5835253117133805542958833,4376439837850354157219124,2917626558566902771479416,1458813279283451385739708
3158008,5836542256339922306697241,4377406692254941730022931,2918271128169961153348620,1459135564084980576674310
3159008,5837831140180458803099517,4378373355135344102324638,2918915570090229401549758,1459457785045114700774879
3160008,5839119768732039408675179,4379339826549029556506384,2919559884366019704337589,1459779942183009852168794
3161008,5840408142071265627048689,4380306106553449220286517,2920204071035632813524344,1460102035517816406762172
3162008,5841696260274715972223843,4381272195206036979167882,2920848130137357986111921,1460424065068678993055960
3163008,5842984123418946129095237,4382238092564209596821428,2921492061709473064547618,1460746030854736532273809
3164008,5844271731580488807528753,4383203798685366605646565,2922135865790244403764376,1461067932895122201882188
3165008,5845559084835853859097170,4384169313626890394322877,2922779542417926929548585,1461389771208963464774292
3166008,5846846183261528211416381,4385134637446146158562286,2923423091630764105708190,1461711545815382052854095
3167008,5848133026933975948401134,4386099770200481961300850,2924066513466987974200567,1462033256733493987100283
3168008,5849419615929638273785146,4387064711947228705338859,2924709807964819136892573,1462354903982409568446286
3169008,5850705950324933474641225,4388029462743700105980918,2925352975162466737320612,1462676487581233368660306
3170008,5851992030196257016228959,4388994022647192762171719,2925996015098128508114479,1462998007549064254057239
3171008,5853277855619981505514837,4389958391714986129136127,2926638927809990752757418,1463319463904995376378709
3172008,5854563426672456698468222,4390922570004342523851166,2927281713336228349234111,1463640856668114174617055
3173008,5855848743430009507357329,4391886557572507130517997,2927924371715004753678664,1463962185857502376839332
3174008,5857133805968943978861298,4392850354476707984145973,2928566902984471989430649,1464283451492235994715324
3175008,5858418614365541388917880,4393813960774156041688410,2929209307182770694458940,1464604653591385347229470
3176008,5859703168696060147875750,4394777376522045110906812,2929851584348030073937875,1464925792174015036968937
3177008,5860987469036735902638172,4395740601777551926978629,2930493734518367951319086,1465246867259183975659543
3178008,5862271515463781405335429,4396703636597836054001572,2931135757731890702667714,1465567878865945351333857
3179008,5863555308053386703020202,4397666481040040027265152,2931777654026693351510101,1465888827013346675755050
3180008,5864838846881718977156095,4398629135161289232867071,2932419423440859488578047,1466209711720429744289023
3181008,5866122132024922682241181,4399591599018692011680885,2933061066012461341120590,1466530533006230670560295
3182008,5867405163559119443664337,4400553872669339582748252,2933702581779559721832168,1466851290889779860916084
3183008,5868687941560408137960981,4401515956170306103470736,2934343970780204068980490,1467171985390102034490245
3184008,5869970466104864885517098,4402477849578648664137823,2934985233052432442758549,1467492616526216221379274
3185008,5871252737268543028681306,4403439552951407271510979,2935626368634271514340653,1467813184317135757170326
3186008,5872534755127473168244742,4404401066345604876183556,2936267377563736584122371,1468133688781868292061185
3187008,5873816519757663178033013,4405362389818247383524760,2936908259878831589016506,1468454129939415794508253
3188008,5875098031235098131946433,4406323523426323598959825,2937549015617549065973216,1468774507808774532986608
3189008,5876379289635740471767475,4407284467226805353825606,2938189644817870235883737,1469094822408935117941868
3190008,5877660295035529817465392,4408245221276647363099044,2938830147517764908732696,1469415073758882454366348
3191008,5878941047510383135003668,4409205785632787351252751,2939470523755191567501834,1469735261877595783750917
3192008,5880221547136194648788301,4410166160352145986591226,2940110773568097324394150,1470055386784048662197075
3193008,5881501793988835914627572,4411126345491626935970679,2940750896994417957313786,1470375448497208978656893
3194008,5882781788144155739476299,4412086341108116804607224,2941390894072077869738149,1470695447036038934869074
3195008,5884061529677980298171459,4413046147258485223628594,2942030764838990149085729,1471015382419495074542864
3196008,5885341018666113053176452,4414005763999584789882339,2942670509333056526588226,1471335254666528263294113
3197008,5886620255184334791060980,4414965191388251093295735,2943310127592167395530490,1471655063796083697765245
3198008,5887899239308403622501045,4415924429481302716875783,2943949619654201811250522,1471974809827100905625261
3199008,5889177971114055026054808,4416883478335541269541106,2944588985557027513027404,1472294492778513756513702
3200008,5890456450677001811682710,4417842338007751358762032,2945228225338500905841355,1472614112669250452920677
3201008,5891734678072934135339420,4418801008554700601504565,2945867339036467067669710,1472933669518233533834855
3202008,5893012653377519513565790,4419759490033139635174342,2946506326688759756782895,1473253163344379878391447
3203008,5894290376666402838080807,4420717782499802128560605,2947145188333201419040403,1473572594166600709520201
3204008,5895567848015206346597688,4421675886011404759948266,2947783924007603173298844,1473891962003801586649422
3205008,5896845067499529703079617,4422633800624647277309712,2948422533749764851539808,1474211266874882425769904
3206008,5898122035194949924779984,4423591526396212443584988,2949061017597474962389992,1474530508798737481194996
3207008,5899398751177021433314218,4424549063382766074985663,2949699375588510716657109,1474849687794255358328554
3208008,5900675215521276054659789,4425506411640957040994842,2950337607760638027329894,1475168803880319013664947
3209008,5901951428303223004564251,4426463571227417253423188,2950975714151611502282125,1475487857075805751141062
3210008,5903227389598348939617078,4427420542198761704712809,2951613694799174469808539,1475806847399587234904269
3211008,5904503099482117906177833,4428377324611588429633374,2952251549741058953088916,1476125774870529476544458
3212008,5905778558029971420631899,4429333918522478565473924,2952889279014985710315949,1476444639507492855157974
3213008,5907053765317328396430725,4430290323987996297323044,2953526882658664198215362,1476763441329332099107681
3214008,5908328721419585217051583,4431246541064688912788687,2954164360709792608525791,1477082180354896304262895
3215008,5909603426412115684925734,4432202569809086763694301,2954801713206057842462867,1477400856603028921231433
3216008,5910877880370271072510267,4433158410277703304382700,2955438940185135536255133,1477719470092567768127566
3217008,5912152083369380144176020,4434114062527035108132015,2956076041684690072088010,1478038020842345036044005
3218008,5913426035484749090543797,4435069526613561817907848,2956713017742374545271898,1478356508871187272635949
3219008,5914699736791661601444135,4436024802593746201083101,2957349868395830800722067,1478674934197915400361033
3220008,5915973187365378851325341,4436979890524034138494006,2957986593682689425662670,1478993296841344712831335
3221008,5917246387281139484661551,4437934790460854613496163,2958623193640569742330775,1479311596820284871165387
3222008,5918519336614159659728579,4438889502460619744796434,2959259668307079829864289,1479629834153539914932144
3223008,5919792035439633048603919,4439844026579724786452939,2959896017719816524301959,1479948008859908262150979
3224008,5921064483832730807982841,4440798362874548105987130,2960532241916365403991420,1480266120958182701995710
3225008,5922336681868601652138153,4441752511401451239103615,2961168340934300826069076,1480584170467150413034538
3226008,5923608629622371772664462,4442706472216778829498346,2961804314811185886332231,1480902157405592943166115
3227008,5924880327169144911437936,4443660245376858683578452,2962440163584572455718968,1481220081792286227859484
3228008,5926151774584002353320329,4444613830938001764990247,2963075887292001176660164,1481537943646000588330082
3229008,5927422971942002940750929,4445567228956502205563197,2963711485971001470375464,1481855742985500735187732
3230008,5928693919318183059154611,4446520439488637294365958,2964346959659091529577305,1482173479829545764788652
3231008,5929964616787556622349883,4447473462590667466762412,2964982308393778311174941,1482491154196889155587470
3232008,5931235064425115167396572,4448426298318836375547429,2965617532212557583698286,1482808766106278791849143
3233008,5932505262305827745156188,4449378946729370808867141,2966252631152913872578094,1483126315576456936289047
3234008,5933775210504641037027538,4450331407878480777770653,2966887605252320518513769,1483443802626160259256884
3235008,5935044909096479267395013,4451283681822359450546260,2967522454548239633697506,1483761227274119816848753
3236008,5936314358156244276588351,4452235768617183207441263,2968157179078122138294175,1484078589539061069147087
3237008,5937583557758815542770563,4453187668319111657077922,2968791778879407771385281,1484395889439703885692640
3238008,5938852507979050050610364,4454139380984287537957773,2969426253989525025305182,1484713126994762512652591
3239008,5940121208891782510161457,4455090906668836882621093,2970060604445891255080728,1485030302222945627540364
3240008,5941389660571825159871177,4456042245428868869903383,2970694830285912579935588,1485347415142956289967794
3241008,5942657863093967941683918,4456993397320475956262938,2971328931546983970841959,1485664465773491985420979
3242008,5943925816532978369713562,4457944362399733777285171,2971962908266489184856781,1485981454133244592428390
3243008,5945193520963601639683123,4458895140722701229762342,2972596760481800819841561,1486298380240900409920780
3244008,5946460976460560585148888,4459845732345420438861666,2973230488230280292574444,1486615244115140146287222
3245008,5947728183098555684796395,4460796137323916763597296,2973864091549277842398197,1486932045774638921199098
3246008,5948995140952265098920311,4461746355714198824190233,2974497570476132549460155,1487248785238066274730077
3247008,5950261850096344625648579,4462696387572258469236434,2975130925048172312824289,1487565462524086156412144
3248008,5951528310605427759310223,4463646232954070819482667,2975764155302713879655111,1487882077651356939827555
3249008,5952794522554125683139373,4464595891915594262354530,2976397261277062841569686,1488198630638531420784843
3250008,5954060486017027254683316,4465545364512770441012487,2977030243008513627341658,1488515121504256813670829
3251008,5955326201068699020394443,4466494650801524265295832,2977663100534349510197221,1488831550267174755098610
3252008,5956591667783685259406109,4467443750837763944554582,2978295833891842629703054,1489147916945921314851527
3253008,5957856886236507947052753,4468392664677380960289565,2978928443118253973526376,1489464221559126986763188
3254008,5959121856501666732981967,4469341392376250049736475,2979560928250833366490983,1489780464125416683245491
3255008,5960386578653639057890114,4470289933990229293417585,2980193289326819528945057,1490096644663409764472528
3256008,5961651052766880051378666,4471238289575160038533999,2980825526383440025689333,1490412763191720012844666
3257008,5962915278915822597617984,4472186459186866948213488,2981457639457911298808992,1490728819728955649404496
3258008,5964179257174877298867443,4473134442881157974150582,2982089628587438649433721,1491044814293719324716860
3259008,5965442987618432533843234,4474082240713824400382425,2982721493809216266921617,1491360746904608133460808
3260008,5966706470320854428534466,4475029852740640821400849,2983353235160427214267233,1491676617580213607133616
3261008,5967969705356486878091091,4475977279017365158568318,2983984852678243439045545,1491992426339121719522772
3262008,5969232692799651532231951,4476924519599738649173963,2984616346399825766115975,1492308173199912883057987
3263008,5970495432724647846316615,4477871574543485884737461,2985247716362323923158307,1492623858181161961579153
3264008,5971757925205753022977564,4478818443904314767233173,2985878962602876511488782,1492939481301438255744391
3265008,5973020170317222092375935,4479765127737916569281951,2986510085158611046187967,1493255042579305523093983
3266008,5974282168133287846537728,4480711626099965884903296,2987141084066643923268864,1493570542033321961634432
3267008,5975543918728160948793456,4481657939046120711595092,2987771959364080474396728,1493885979682040237198364
3268008,5976805422176029765970689,4482604066632022324478017,2988402711088014882985344,1494201355544007441492672
3269008,5978066678551060579977363,4483550008913295434983022,2989033339275530289988681,1494516669637765144994340
3270008,5979327687927397456474209,4484495765945548092355657,2989663843963698728237104,1494831921981849364118552
3271008,5980588450379162288650611,4485441337784371716487958,2990294225189581144325305,1495147112594790572162652
3272008,5981848965980454819112533,4486386724485341114334399,2990924482990227409556266,1495462241495113704778133
3273008,5983109234805352654474473,4487331926104014490855854,2991554617402676327237236,1495777308701338163618618
3274008,5984369256927911214287627,4488276942695933410715720,2992184628463955607143813,1496092314231977803571906
3275008,5985629032422163811295632,4489221774316622858471724,2992814516211081905647816,1496407258105540952823908
3276008,5986888561362121585770774,4490166421021591189328080,2993444280681060792885387,1496722140340530396442693
3277008,5988147843821773593065705,4491110882866330194799279,2994073921910886796532852,1497036960955443398266426
3278008,5989406879875086745245635,4492055159906315058934226,2994703439937543372622817,1497351719968771686311408
3279008,5990665669596005847568210,4492999252197004385676157,2995332834798002923784105,1497666417399001461892052
3280008,5991924213058453583891561,4493943159793840187918671,2995962106529226791945780,1497981053264613395972890
3281008,5993182510336330545858210,4494886882752247909393657,2996591255168165272929105,1498295627584082636464552
3282008,5994440561503515240191043,4495830421127636430143282,2997220280751757620095521,1498610140375878810047760
3283008,5995698366633864081397335,4496773774975398061048001,2997849183316932040698667,1498924591658466020349333
3284008,5996955925801211391768752,4497716944350908543826564,2998477962900605695884376,1499238981450302847942188
3285008,5998213239079369452453180,4498659929309527089339885,2999106619539684726226590,1499553309769842363113295
3286008,5999470306542128430494969,4499602729906596322871226,2999735153271064215247484,1499867576635532107623742
3287008,6000727128263256480978592,4500545346197442360733944,3000363564131628240489296,1500181782065814120244648
3288008,6001983704316499652180962,4501487778237374739135721,3000991852158249826090481,1500495926079124913045240
3289008,6003240034775582009603021,4502430026081686507202265,3001620017387791004801510,1500810008693895502400755
3290008,6004496119714205548418029,4503372089785654161313522,3002248059857102774209014,1501124029928551387104507
3291008,6005751959206050200767541,4504313969404537650575656,3002875979603025100383770,1501437989801512550191885
3292008,6007007553324773916017142,4505255664993580437012856,3003503776662386958008571,1501751888331193479004285
3293008,6008262902144012602388637,4506197176608009451791478,3004131451072006301194318,1502065725536003150597159
3294008,6009518005737380170735914,4507138504303035128051935,3004759002868690085367957,1502379501434345042683978
3295008,6010772864178468519952984,4508079648133851389964738,3005386432089234259976492,1502693216044617129988246
3296008,6012027477540847536973984,4509020608155635652730488,3006013738770423768486992,1503006869385211884243496
3297008,6013281845898065140549037,4509961384423548855411778,3006640922949032570274518,1503320461474516285137259
3298008,6014535969323647230172414,4510901976992735422629311,3007267984661823615086207,1503633992330911807543103
3299008,6015789847891097759042298,4511842385918323319281724,3007894923945548879521149,1503947461972774439760574
3300008,6017043481673898690284927,4512782611255424017713695,3008521740836949345142463,1504260870418474672571231
3301008,6018296870745510026138497,4513722653059132519603872,3009148435372755013069248,1504574217686377506534624
3302008,6019550015179369807953163,4514662511384527355964872,3009775007589684903976581,1504887503794842451988290
3303008,6020802915048894138078969,4515602186286670603559227,3010401457524447069039484,1505200728762223534519742
3304008,6022055570427477143385966,4516541677820607857539474,3011027785213738571692983,1505513892606869285846491
3305008,6023307981388491055519946,4517480986041368291639959,3011653990694245527759973,1505826995347122763879986
3306008,6024560148005286116054758,4518420111003964587041068,3012280074002643058027379,1506140037001321529013689
3307008,6025812070351190707819875,4519359052763393030864906,3012906035175595353909937,1506453017587797676954968
3308008,6027063748499511238164777,4520297811374633428623583,3013531874249755619082388,1506765937124877809541194
3309008,6028315182523532248398592,4521236386892649186298944,3014157591261766124199296,1507078795630883062099648
3310008,6029566372496516326238384,4522174779372387244678788,3014783186248258163119192,1507391593124129081559596
3311008,6030817318491704215248791,4523112988868778161436593,3015408659245852107624395,1507704329622926053812197
3312008,6032068020582314712698366,4524051015436736034523774,3016034010291157356349183,1508017005145578678174591
3313008,6033318478841544786295187,4524988859131158589721390,3016659239420772393147593,1508329619710386196573796
3314008,6034568693342569479339174,4525926520006927109504380,3017284346671284739669587,1508642173335642369834793
3315008,6035818664158541983681847,4526863998118906487761385,3017909332079270991840923,1508954666039635495920461
3316008,6037068391362593632430351,4527801293521945224322763,3018534195681296816215175,1509267097840648408107587
3317008,6038317875027833885355500,4528738406270875414016625,3019158937513916942677750,1509579468756958471338875
3318008,6039567115227350350779713,4529675336420512763084785,3019783557613675175389856,1509891778806837587694928
3319008,6040816112034208814760911,4530612084025656611070683,3020408056017104407380455,1510204028008552203690227
3320008,6042064865521453204612640,4531548649141089903459480,3021032432760726602306320,1510516216380363301153160
3321008,6043313375762105618087975,4532485031821579213565981,3021656687881052809043987,1510828343940526404521993
3322008,6044561642829166323379518,4533421232121874742534638,3022280821414583161689759,1511140410707291580844879
3323008,6045809666795613802895260,4534357250096710352171445,3022904833397806901447630,1511452416698903450723815
3324008,6047057447734404680298813,4535293085800803510224110,3023528723867202340149406,1511764361933601170074703
3325008,6048304985718473808061128,4536228739288855356045846,3024152492859236904030564,1512076246429618452015282
3326008,6049552280820734230980612,4537164210615550673235459,3024776140410367115490306,1512388070205183557745153
3327008,6050799333114077215367036,4538099499835557911525277,3025399666557038607683518,1512699833278519303841759
3328008,6052046142671372205265672,4539034607003529153949254,3026023071335686102632836,1513011535667843051316418
3329008,6053292709565466902713037,4539969532174100177034777,3026646354782733451356518,1513323177391366725678259
3330008,6054539033869187231257007,4540904275401890423442755,3027269516934593615628503,1513634758467296807814251
3331008,6055785115655337343252798,4541838836741503007439598,3027892557827668671626399,1513946278913834335813199
3332008,6057030954996699634454914,4542773216247524725841185,3028515477498349817227457,1514257738749174908613728
3333008,6058276551966034758609101,4543707413974526068956825,3029138275983017379304550,1514569137991508689652275
3334008,6059521906636081605564419,4544641429977061204173314,3029760953318040802782209,1514880476659020401391104
3335008,6060767019079557352345074,4545575264309668014258805,3030383509539778676172537,1515191754769889338086268
3336008,6062011889369157419374562,4546508917026868064530921,3031005944684578709687281,1515502972342289354843640
3337008,6063256517577555528843477,4547442388183166646632608,3031628258788777764421738,1515814129394388882210869
3338008,6064500903777403646341703,4548375677833052734756277,3032250451888701823170851,1516125225944350911585425
3339008,6065745048041332075706103,4549308786030999056779577,3032872524020666037853051,1516436262010333018926525
3340008,6066988950441949393356734,4550241712831462045017550,3033494475220974696678367,1516747237610487348339183
3341008,6068232611051842455592822,4551174458288881841694616,3034116305525921227796411,1517058152762960613898205
3342008,6069476029943576456960573,4552107022457682342720430,3034738014971788228480286,1517369007485894114240143
3343008,6070719207189694908365244,4553039405392271181273933,3035359603594847454182622,1517679801797423727091311
3344008,6071962142862719622479190,4553971607147039716859393,3035981071431359811239595,1517990535715679905619797
3345008,6073204837035150750221745,4554903627776363062666309,3036602418517575375110872,1518301209258787687555436
3346008,6074447289779466788055197,4555835467334600091041398,3037223644889733394027598,1518611822444866697013799
3347008,6075689501168124556096862,4556767125876093417072646,3037844750584062278048431,1518922375292031139024215
3348008,6076931471273559234598963,4557698603455169425949222,3038465735636779617299481,1519232867818389808649740
3349008,6078173200168184356652652,4558629900126138267489489,3039086600084092178326326,1519543300042046089163163
3350008,6079414687924391822779969,4559561015943293867084976,3039707343962195911389984,1519853671981097955694992
3351008,6080655934614551893637855,4560491950960913920228391,3040327967307275946818927,1520163983653637973409463
3352008,6081896940311013197314140,4561422705233259897985605,3040948470155506598657070,1520474235077753299328535
3353008,6083137705086102765807413,4562353278814577074355560,3041568852543051382903706,1520784426271525691451853
3354008,6084378229012126013139103,4563283671759094509854327,3042189114506063006569551,1521094557253031503284775
3355008,6085618512161366742649446,4564213884121025056987084,3042809256080683371324723,1521404628040341685662361
3356008,6086858554606087154293469,4565143915954565365720102,3043429277303043577146734,1521714638651521788573367
3357008,6088098356418527851936962,4566073767313895888952721,3044049178209263925968481,1522024589104631962984240
3358008,6089337917670907887132334,4567003438253180915349250,3044668958835453943566167,1522334479417726971783083
3359008,6090577238435424700750806,4567932928826568525563104,3045288619217712350375403,1522644309608856175187701
3360008,6091816318784254181350221,4568862239088190636012665,3045908159392127090675110,1522954079696063545337555
3361008,6093055158789550621399183,4569791369092162966049387,3046527579394775310699591,1523263789697387655349795
3362008,6094293758523446797532799,4570720318892585098149599,3047146879261723398766399,1523573439630861699383199
3363008,6095532118058053912184868,4571649088543540434138651,3047766059029026956092434,1523883029514513478046217
3364008,6096770237465461608179831,4572577678099096206134873,3048385118732730804089915,1524192559366365402044957
3365008,6098008116817738027100583,4573506087613303520325437,3049004058408869013550291,1524502029204434506775145
3366008,6099245756186929750920665,4574434317140197313190499,3049622878093464875460332,1524811439046732437730166
3367008,6100483155645061838484141,4575362366733796378863106,3050241577822530919242070,1525120788911265459621035
3368008,6101720315264137825505599,4576290236448103369129199,3050860157632068912752799,1525430078816034456376399
3369008,6102957235116139761050034,4577217926337104820787525,3051478617558069880525017,1525739308779034940262508
3370008,6104193915273028149165036,4578145436454771111873777,3052096957636514074582518,1526048478818257037291259
3371008,6105430355806742043728480,4579072766855056532796360,3052715177903371021864240,1526357588951685510932120
3372008,6106666556789198960896816,4579999917591899220672612,3053333278394599480448408,1526666639197299740224204
3373008,6107902518292294966656778,4580926888719221224992583,3053951259146147483328389,1526975629573073741664194
3374008,6109138240387904603865623,4581853680290928452899217,3054569120193952301932811,1527284560096976150966405
3375008,6110373723147881001690778,4582780292360910751268083,3055186861573940500845389,1527593430786970250422694
3376008,6111608966644055758874215,4583706724983041819155661,3055804483322027879437107,1527902241661013939718553
3377008,6112843970948239082356002,4584632978211179311767001,3056421985474119541178001,1528210992737059770589000
3378008,6114078736132219663242708,4585559052099164747432031,3057039368066109831621354,1528519684033054915810677
3379008,6115313262267764786247043,4586484946700823589685282,3057656631133882393123521,1528828315566941196561760
3380008,6116547549426620285912004,4587410662069965214434003,3058273774713310142956002,1529136887356655071478001
3381008,6117781597680510561202824,4588336198260382920902118,3058890798840255280601412,1529445399420127640300706
3382008,6119015407101138582802952,4589261555325853937102214,3059507703550569291401476,1529753851775284645700738
3383008,6120248977760185893114049,4590186733320139419835537,3060124488880092946557024,1530062244440046473278512
3384008,6121482309729312664623800,4591111732296984498467850,3060741154864656332311900,1530370577432328166155950
3385008,6122715403080157605058222,4592036552310118203793667,3061357701540078802529111,1530678850770039401264555
3386008,6123948257884338037637405,4592961193413253528228053,3061974128942169018818702,1530987064471084509409351
3387008,6125180874213449952147338,4593885655660087464110503,3062590437106724976073669,1531295218553362488036834
3388008,6126413252139067844428443,4594809939104300883321332,3063206626069533922214221,1531603313034766961107110
3389008,6127645391732744927958876,4595734043799558695969157,3063822695866372463979438,1531911347933186231989719
3390008,6128877293066012980639031,4596657969799509735479273,3064438646533006490319515,1532219323266503245159757
3391008,6130108956210382446935204,4597581717157786835201403,3065054478105191223467602,1532527239052595611733801
3392008,6131340381237342372215812,4598505285928006779161859,3065670190618671186107906,1532835095309335593053953
3393008,6132571568218360512191028,4599428676163770384143271,3066285784109180256095514,1533142892054590128047757
3394008,6133802517224883201585219,4600351887918662401188914,3066901258612441600792609,1533450629306220800396304
3395008,6135033228328335485464508,4601274921246251614098381,3067516614164167742732254,1533758307082083871366127
3396008,6136263701600121075460923,4602197776200090806595692,3068131850800060537730461,1534065925400030268865230
3397008,6137493937111622291404587,4603120452833716718553440,3068746968555811145702293,1534373484277905572851146
3398008,6138723934934200214539212,4604042951200650160904409,3069361967467100107269606,1534680983733550053634803
3399008,6139953695139194563490514,4604965271354395922617885,3069976847569597281745257,1534988423784798640872628
3400008,6141183217797923759929988,4605887413348442819947491,3070591608898961879964994,1535295804449480939982497
3401008,6142412502981684921278937,4606809377236263690959203,3071206251490842460639468,1535603125745421230319734
3402008,6143641550761753882596403,4607731163071315411947302,3071820775380876941298201,1535910387690438470649100
3403008,6144870361209385167395257,4608652770907038875546442,3072435180604692583697628,1536217590302346291848814
3404008,6146098934395812031418056,4609574200796859023563542,3073049467197906015709028,1536524733598953007854514
3405008,6147327270392246462637049,4610495452794184846977787,3073663635196123231318524,1536831817598061615659262
3406008,6148555369269879159366242,4611416526952409369524681,3074277684634939579683121,1537138842317469789841560
3407008,6149783231099879595925186,4612337423324909696943889,3074891615549939797962593,1537445807774969898981296
3408008,6151010855953395913199336,4613258141965046934899502,3075505427976697956599668,1537752713988348978299834
3409008,6152238243901555101039451,4614178682926166325779588,3076119121950777550519725,1538059560975388775259862
3410008,6153465395015462823158171,4615099046261597117368628,3076732697507731411579085,1538366348753865705789542
3411008,6154692309366203584937463,4616019232024652688703097,3077346154683101792468731,1538673077341550896234365
3412008,6155918987024840580213127,4616939240268630435159845,3077959493512420290106563,1538979746756210145053281
3413008,6157145428062415829898340,4617859071046811872423755,3078572714031207914949170,1539286357015603957474585
3414008,6158371632549950123615846,4618778724412462592711885,3079185816274975061807923,1539592908137487530903961
3415008,6159597600558443078065770,4619698200418832308549327,3079798800279221539032885,1539899400139610769516442
3416008,6160823332158873027585967,4620617499119154770689475,3080411666079436513792983,1540205833039718256896491
3417008,6162048827422197184663507,4621536620566647888497630,3081024413711098592331753,1540512206855549296165876
3418008,6163274086419351530495025,4622455564814513647871269,3081637043209675765247512,1540818521604837882623756
3419008,6164499109221250866058559,4623374331915938149543919,3082249554610625433029279,1541124777305312716514639
3420008,6165723895898788841297451,4624292921924091630973088,3082861947949394420648725,1541430973974697210324362
3421008,6166948446522837911344494,4625211334892128433508370,3083474223261418955672247,1541737111630709477836123
3422008,6168172761164249336521927,4626129570873187002391445,3084086380582124668260963,1542043190291062334130481
3423008,6169396839893853306373034,4627047629920389979779775,3084698419946926653186517,1542349209973463326593258
3424008,6170620682782458771854689,4627965512086844078891017,3085310341391229385927344,1542655170695614692963672
3425008,6171844289900853591256883,4628883217425640193442662,3085922144950426795628441,1542961072475213397814220
3426008,6173067661319804457242957,4629800745989853342932217,3086533830659902228621478,1543266915329951114310739
3427008,6174290797110056947921440,4630718097832542710941080,3087145398555028473960720,1543572699277514236980360
3428008,6175513697342335490366167,4631635273006751617774625,3087756848671167745183083,1543878424335583872591541
3429008,6176736362087343440872014,4632552271565507580654010,3088368181043671720436007,1544184090521835860218003
3430008,6177958791415762990107209,4633469093561822242580407,3088979395707881495053604,1544489697853940747526802
3431008,6179180985398255243369074,4634385739048691432526806,3089590492699127621684537,1544795246349563810842268
3432008,6180402944105460220584019,4635302208079095165438014,3090201472052730110292009,1545100736026365055146004
3433008,6181624667607996841715591,4636218500705997631286693,3090812333803998420857795,1545406166901999210428897
3434008,6182846155976462904876549,4637134616982347178657411,3091423077988231452438274,1545711538994115726219137
3435008,6184067409281435203064478,4638050556961076402298358,3092033704640717601532239,1546016852320358800766119
3436008,6185288427593469378242269,4638966320695102033681701,3092644213796734689121134,1546322106898367344560567
3437008,6186509210983100059961664,4639881908237325044971248,3093254605491550029980832,1546627302745775014990416
3438008,6187729759520840785107518,4640797319640630588830639,3093864879760420392553759,1546932439880210196276879
3439008,6188950073277184048969636,4641712554957888036727227,3094475036638592024484818,1547237518319296012242409
3440008,6190170152322601305242767,4642627614241950978932075,3095085076161300652621383,1547542538080650326310691
3441008,6191389996727542944138679,4643542497545657208104009,3095694998363771472069339,1547847499181885736034669
3442008,6192609606562438350753968,4644457204921828763065476,3096304803281219175376984,1548152401640609587688492
3443008,6193828981897695861294200,4645371736423271895970650,3096914490948847930647100,1548457245474423965323550
3444008,6195048122803702799553793,4646286092102777099665345,3097524061401851399776896,1548762030700925699888448
3445008,6196267029350825484211992,4647200272013119113158994,3098133514675412742105996,1549066757337706371052998
3446008,6197485701609409192352988,4648114276207056894264741,3098742850804704596176494,1549371425402352298088247
